"Sex_Age"	"estimate"	"species"	"iter"
"Male_Chick"	0.484842107412249	"White-fronted"	78
"Female_Adult"	0.9260724	"White-fronted"	79
"Male_Adult"	0.9641512	"White-fronted"	79
"Female_Juvenile"	0.6032408	"White-fronted"	79
"Male_Juvenile"	0.3962006	"White-fronted"	79
"Female_Chick"	0.5582726417268	"White-fronted"	79
"Male_Chick"	0.578079413955197	"White-fronted"	79
"Female_Adult"	0.8891848	"White-fronted"	80
"Male_Adult"	0.9589489	"White-fronted"	80
"Female_Juvenile"	0.5667029	"White-fronted"	80
"Male_Juvenile"	0.4108787	"White-fronted"	80
"Female_Chick"	0.31809118792469	"White-fronted"	80
"Male_Chick"	0.332838303833398	"White-fronted"	80
"Female_Adult"	0.974323	"White-fronted"	81
"Male_Adult"	0.9910739	"White-fronted"	81
"Female_Juvenile"	0.519284	"White-fronted"	81
"Male_Juvenile"	0.4554014	"White-fronted"	81
"Female_Chick"	0.584291650171973	"White-fronted"	81
"Male_Chick"	0.48552610514889	"White-fronted"	81
"Female_Adult"	0.915076	"White-fronted"	82
"Male_Adult"	0.9563924	"White-fronted"	82
"Female_Juvenile"	0.6326077	"White-fronted"	82
"Male_Juvenile"	0.366385	"White-fronted"	82
"Female_Chick"	0.393928614605849	"White-fronted"	82
"Male_Chick"	0.469987757041899	"White-fronted"	82
"Female_Adult"	0.9123623	"White-fronted"	83
"Male_Adult"	0.9373685	"White-fronted"	83
"Female_Juvenile"	0.5431641	"White-fronted"	83
"Male_Juvenile"	0.3257206	"White-fronted"	83
"Female_Chick"	0.715136804041295	"White-fronted"	83
"Male_Chick"	0.212434630651159	"White-fronted"	83
"Female_Adult"	0.9196481	"White-fronted"	84
"Male_Adult"	0.9554961	"White-fronted"	84
"Female_Juvenile"	0.4710392	"White-fronted"	84
"Male_Juvenile"	0.3887937	"White-fronted"	84
"Female_Chick"	0.568691971910477	"White-fronted"	84
"Male_Chick"	0.56233873968303	"White-fronted"	84
"Female_Adult"	0.9189537	"White-fronted"	85
"Male_Adult"	0.9287707	"White-fronted"	85
"Female_Juvenile"	0.5837551	"White-fronted"	85
"Male_Juvenile"	0.4001929	"White-fronted"	85
"Female_Chick"	0.265765781174974	"White-fronted"	85
"Male_Chick"	0.429094954822715	"White-fronted"	85
"Female_Adult"	0.909293	"White-fronted"	86
"Male_Adult"	0.9063067	"White-fronted"	86
"Female_Juvenile"	0.5504028	"White-fronted"	86
"Male_Juvenile"	0.3292647	"White-fronted"	86
"Female_Chick"	0.400930731532888	"White-fronted"	86
"Male_Chick"	0.54063287377437	"White-fronted"	86
"Female_Adult"	0.9618284	"White-fronted"	87
"Male_Adult"	0.9550284	"White-fronted"	87
"Female_Juvenile"	0.5404754	"White-fronted"	87
"Male_Juvenile"	0.3315444	"White-fronted"	87
"Female_Chick"	0.533575143580279	"White-fronted"	87
"Male_Chick"	0.419693834901021	"White-fronted"	87
"Female_Adult"	0.9163882	"White-fronted"	88
"Male_Adult"	0.8619811	"White-fronted"	88
"Female_Juvenile"	0.4786512	"White-fronted"	88
"Male_Juvenile"	0.3425939	"White-fronted"	88
"Female_Chick"	0.491305059350164	"White-fronted"	88
"Male_Chick"	0.410404985518555	"White-fronted"	88
