"Sex_Age"	"estimate"	"species"	"iter"
"Male_Juvenile"	0.3516777	"Kittlitz's"	62
"Female_Chick"	0.174120448161933	"Kittlitz's"	62
"Male_Chick"	0.185824174131817	"Kittlitz's"	62
"Female_Adult"	0.8838786	"Kittlitz's"	63
"Male_Adult"	0.8275316	"Kittlitz's"	63
"Female_Juvenile"	0.5490252	"Kittlitz's"	63
"Male_Juvenile"	0.3257263	"Kittlitz's"	63
"Female_Chick"	0.0750577818592835	"Kittlitz's"	63
"Male_Chick"	0.138787513785492	"Kittlitz's"	63
"Female_Adult"	0.8137344	"Kittlitz's"	64
"Male_Adult"	0.7674424	"Kittlitz's"	64
"Female_Juvenile"	0.4748398	"Kittlitz's"	64
"Male_Juvenile"	0.3291	"Kittlitz's"	64
"Female_Chick"	0.127207300807193	"Kittlitz's"	64
"Male_Chick"	0.0925732197395766	"Kittlitz's"	64
"Female_Adult"	0.8128589	"Kittlitz's"	65
"Male_Adult"	0.7867572	"Kittlitz's"	65
"Female_Juvenile"	0.5038833	"Kittlitz's"	65
"Male_Juvenile"	0.4362367	"Kittlitz's"	65
"Female_Chick"	0.17184715517413	"Kittlitz's"	65
"Male_Chick"	0.124275493762953	"Kittlitz's"	65
"Female_Adult"	0.8386437	"Kittlitz's"	66
"Male_Adult"	0.8231269	"Kittlitz's"	66
"Female_Juvenile"	0.4652705	"Kittlitz's"	66
"Male_Juvenile"	0.2896713	"Kittlitz's"	66
"Female_Chick"	0.188982282504206	"Kittlitz's"	66
"Male_Chick"	0.16827197275047	"Kittlitz's"	66
"Female_Adult"	0.8560727	"Kittlitz's"	67
"Male_Adult"	0.7559892	"Kittlitz's"	67
"Female_Juvenile"	0.4984825	"Kittlitz's"	67
"Male_Juvenile"	0.2871235	"Kittlitz's"	67
"Female_Chick"	0.0787870577007411	"Kittlitz's"	67
"Male_Chick"	0.139179856992558	"Kittlitz's"	67
"Female_Adult"	0.8736567	"Kittlitz's"	68
"Male_Adult"	0.824383	"Kittlitz's"	68
"Female_Juvenile"	0.5366534	"Kittlitz's"	68
"Male_Juvenile"	0.3064934	"Kittlitz's"	68
"Female_Chick"	0.188858114371405	"Kittlitz's"	68
"Male_Chick"	0.326888037445386	"Kittlitz's"	68
"Female_Adult"	0.7971468	"Kittlitz's"	69
"Male_Adult"	0.8365442	"Kittlitz's"	69
"Female_Juvenile"	0.4928988	"Kittlitz's"	69
"Male_Juvenile"	0.3162907	"Kittlitz's"	69
"Female_Chick"	0.131785302604542	"Kittlitz's"	69
"Male_Chick"	0.168520890111391	"Kittlitz's"	69
"Female_Adult"	0.9474577	"Kittlitz's"	70
"Male_Adult"	0.807415	"Kittlitz's"	70
"Female_Juvenile"	0.4525101	"Kittlitz's"	70
"Male_Juvenile"	0.3890073	"Kittlitz's"	70
"Female_Chick"	0.174558069201828	"Kittlitz's"	70
